Gene,Metabolite,Correlation
Dapma7bEVm015204,241_0305254,0.518811428
Dapma7bEVm015207,241_0305254,0.503583487
Dapma7bEVm015051,242_0186893,-0.507548895
Dapma7bEVm015082,242_0186893,-0.500806341
Dapma7bEVm014954,243_015558,-0.501695691
Dapma7bEVm015051,243_015558,-0.521936316
Dapma7bEVm015067,243_015558,-0.507870189
Dapma7bEVm015082,243_015558,-0.513339467
Dapma7bEVm014965,243_0276561,0.522115745
Dapma7bEVm015014,243_0276561,0.595203469
Dapma7bEVm015027,243_0276561,0.511007696
Dapma7bEVm015060,243_0276561,0.582029717
Dapma7bEVm015116,243_0276561,0.518916222
Dapma7bEVm015130,243_0276561,0.510307216
Dapma7bEVm015132,243_0276561,0.534941594
Dapma7bEVm015197,243_0276561,0.511003679
Dapma7bEVm015207,243_0276561,0.510685367
Dapma7bEVm015119,248_0540115,0.516514466
Dapma7bEVm015211,248_0540115,0.526204879
Dapma7bEVm015039,251_0079249,-0.535492924
Dapma7bEVm015039,256_0003787,-0.525779167
Dapma7bEVm014489,258_0842264,0.516047706
Dapma7bEVm014954,258_0842264,-0.57156489
Dapma7bEVm014982,258_0842264,-0.585599833
Dapma7bEVm015011,258_0842264,-0.653749835
Dapma7bEVm015017,258_0842264,-0.634222135
Dapma7bEVm015023,258_0842264,-0.600195677
Dapma7bEVm015029,258_0842264,-0.589741224
Dapma7bEVm015039,258_0842264,-0.593549323
Dapma7bEVm015046,258_0842264,-0.625094163
Dapma7bEVm015051,258_0842264,-0.602045574
Dapma7bEVm015052,258_0842264,-0.575737597
Dapma7bEVm015053,258_0842264,-0.592154782
Dapma7bEVm015067,258_0842264,-0.635158591
Dapma7bEVm015081,258_0842264,-0.579096162
Dapma7bEVm015082,258_0842264,-0.5925904
Dapma7bEVm015083,258_0842264,-0.529586612
Dapma7bEVm015084,258_0842264,-0.50057682
Dapma7bEVm015102,258_0842264,-0.501261015
Dapma7bEVm015162,258_0842264,-0.621955284
Dapma7bEVm015167,258_0842264,-0.581570419
Dapma7bEVm015067,260_9821741,-0.529379779
Dapma7bEVm014982,262_9521745,-0.506416242
Dapma7bEVm015039,262_9521745,-0.509985708
Dapma7bEVm015211,270_0368693,0.505218535
Dapma7bEVm014954,272_0998631,-0.580941952
Dapma7bEVm014982,272_0998631,-0.587435219
Dapma7bEVm015011,272_0998631,-0.666487199
Dapma7bEVm015017,272_0998631,-0.643478201
Dapma7bEVm015023,272_0998631,-0.608340668
Dapma7bEVm015029,272_0998631,-0.593693121
Dapma7bEVm015039,272_0998631,-0.580521359
Dapma7bEVm015046,272_0998631,-0.629564186
Dapma7bEVm015051,272_0998631,-0.609806303
Dapma7bEVm015052,272_0998631,-0.589999467
Dapma7bEVm015053,272_0998631,-0.609593116
Dapma7bEVm015067,272_0998631,-0.636006379
Dapma7bEVm015081,272_0998631,-0.588423602
Dapma7bEVm015082,272_0998631,-0.60138502
Dapma7bEVm015083,272_0998631,-0.541200637
Dapma7bEVm015084,272_0998631,-0.500687513
Dapma7bEVm015162,272_0998631,-0.636538285
Dapma7bEVm015167,272_0998631,-0.595043512
Dapma7bEVm014954,273_0389911,-0.564703307
Dapma7bEVm014982,273_0389911,-0.550223892
Dapma7bEVm015011,273_0389911,-0.583929189
Dapma7bEVm015017,273_0389911,-0.555476985
Dapma7bEVm015023,273_0389911,-0.531157799
Dapma7bEVm015039,273_0389911,-0.559680516
Dapma7bEVm015046,273_0389911,-0.541551705
Dapma7bEVm015051,273_0389911,-0.55980461
Dapma7bEVm015052,273_0389911,-0.507385101
Dapma7bEVm015053,273_0389911,-0.584935087
Dapma7bEVm015067,273_0389911,-0.583782755
Dapma7bEVm015081,273_0389911,-0.56004638
Dapma7bEVm015082,273_0389911,-0.55530741
Dapma7bEVm015162,273_0389911,-0.516887163
Dapma7bEVm015167,273_0389911,-0.571999734
Dapma7bEVm015060,277_1121521,0.504791446
Dapma7bEVm015157,277_1121521,0.542451998
Dapma7bEVm015211,278_0352803,0.517943605
Dapma7bEVm015157,278_1154715,0.526900745
Dapma7bEVm015157,279_1079753,0.516141155
Dapma7bEVm015060,281_1238426,0.507218231
Dapma7bEVm015157,281_1238426,0.529003734
Dapma7bEVm015119,284_0521787,0.515320439
Dapma7bEVm015211,284_0521787,0.588245337
Dapma7bEVm014954,286_0298948,-0.503244618
Dapma7bEVm015011,286_0298948,-0.518721177
Dapma7bEVm015039,286_0298948,-0.568316952
Dapma7bEVm015067,286_0298948,-0.531504687
Dapma7bEVm015082,286_0298948,-0.510599481
Dapma7bEVm015167,286_0298948,-0.514307476
Dapma7bEVm014954,298_0397508,-0.543754705
Dapma7bEVm015011,298_0397508,-0.564225972
Dapma7bEVm015017,298_0397508,-0.527548199
Dapma7bEVm015039,298_0397508,-0.538118579
Dapma7bEVm015046,298_0397508,-0.500252397
Dapma7bEVm015051,298_0397508,-0.528072195
Dapma7bEVm015053,298_0397508,-0.544038177
Dapma7bEVm015067,298_0397508,-0.526609741
Dapma7bEVm015081,298_0397508,-0.519175535
Dapma7bEVm015082,298_0397508,-0.526259887
Dapma7bEVm015162,298_0397508,-0.523251051
Dapma7bEVm015167,298_0397508,-0.533960429
Dapma7bEVm014957,300_1641329,0.524905863
Dapma7bEVm014965,300_1641329,0.561164845
Dapma7bEVm014990,300_1641329,0.542585346
Dapma7bEVm015014,300_1641329,0.563797201
Dapma7bEVm015027,300_1641329,0.559489421
Dapma7bEVm015063,300_1641329,0.516292668
Dapma7bEVm015076,300_1641329,0.546572192
Dapma7bEVm015105,300_1641329,0.532605024
Dapma7bEVm015115,300_1641329,0.562709598
Dapma7bEVm015116,300_1641329,0.569082843
Dapma7bEVm015157,300_1641329,0.528303303
Dapma7bEVm015197,300_1641329,0.555429078
Dapma7bEVm015207,300_1641329,0.568838264
Dapma7bEVm014954,300_9464292,-0.521539098
Dapma7bEVm014982,300_9464292,-0.503107324
Dapma7bEVm015011,300_9464292,-0.50687641
Dapma7bEVm015039,300_9464292,-0.525193398
Dapma7bEVm015051,300_9464292,-0.529702645
Dapma7bEVm015067,300_9464292,-0.514726121
Dapma7bEVm015082,300_9464292,-0.507923108
Dapma7bEVm015162,300_9464292,-0.503867376
Dapma7bEVm014954,300_9730208,-0.508930081
Dapma7bEVm014954,301_0267766,-0.58743524
Dapma7bEVm014982,301_0267766,-0.525064724
Dapma7bEVm015011,301_0267766,-0.579963959
Dapma7bEVm015017,301_0267766,-0.561343479
Dapma7bEVm015023,301_0267766,-0.543785845
Dapma7bEVm015029,301_0267766,-0.523726906
Dapma7bEVm015039,301_0267766,-0.602370828
Dapma7bEVm015046,301_0267766,-0.535783627
Dapma7bEVm015051,301_0267766,-0.586546256
Dapma7bEVm015052,301_0267766,-0.511329344
Dapma7bEVm015053,301_0267766,-0.55651704
Dapma7bEVm015067,301_0267766,-0.608643415
Dapma7bEVm015081,301_0267766,-0.573460488
Dapma7bEVm015082,301_0267766,-0.586401328
Dapma7bEVm015162,301_0267766,-0.554232388
Dapma7bEVm015167,301_0267766,-0.574642182
Dapma7bEVm014489,301_1100341,-0.503739354
Dapma7bEVm014954,310_0090783,-0.513486645
Dapma7bEVm015039,310_0090783,-0.500260893
Dapma7bEVm015051,310_0090783,-0.511058212
Dapma7bEVm015067,310_0090783,-0.503972879
Dapma7bEVm015081,310_0090783,-0.505069047
Dapma7bEVm015082,310_0090783,-0.518803604
Dapma7bEVm014954,310_0397478,-0.512485966
Dapma7bEVm015011,310_0397478,-0.558701594
Dapma7bEVm015017,310_0397478,-0.52430784
Dapma7bEVm015039,310_0397478,-0.57791665
Dapma7bEVm015067,310_0397478,-0.508598818
Dapma7bEVm015162,310_0397478,-0.547170173
Dapma7bEVm015014,310_0605419,0.507611784
Dapma7bEVm015014,311_0543119,0.536718808
Dapma7bEVm015060,311_0543119,0.504855463
Dapma7bEVm015157,311_0543119,0.507083386
Dapma7bEVm015067,312_9561271,-0.505042666
Dapma7bEVm014954,315_0055837,-0.522504475
Dapma7bEVm014982,315_0055837,-0.503249362
Dapma7bEVm015011,315_0055837,-0.537850937
Dapma7bEVm015017,315_0055837,-0.518902891
Dapma7bEVm015039,315_0055837,-0.571633056
Dapma7bEVm015046,315_0055837,-0.513128676
Dapma7bEVm015051,315_0055837,-0.525276889
Dapma7bEVm015067,315_0055837,-0.56454038
Dapma7bEVm015081,315_0055837,-0.508465046
Dapma7bEVm015082,315_0055837,-0.538252025
Dapma7bEVm015162,315_0055837,-0.502520727
Dapma7bEVm015167,315_0055837,-0.517649148
Dapma7bEVm015039,315_0419893,-0.530036291
Dapma7bEVm015051,315_0419893,-0.520898022
Dapma7bEVm015067,315_0419893,-0.512469423
Dapma7bEVm015082,315_0419893,-0.500265937
Dapma7bEVm014954,315_1156794,-0.563230452
Dapma7bEVm014982,315_1156794,-0.544328358
Dapma7bEVm015011,315_1156794,-0.61339558
Dapma7bEVm015017,315_1156794,-0.592330989
Dapma7bEVm015023,315_1156794,-0.554605965
Dapma7bEVm015029,315_1156794,-0.545625323
Dapma7bEVm015039,315_1156794,-0.590632754
Dapma7bEVm015046,315_1156794,-0.551076859
Dapma7bEVm015051,315_1156794,-0.561482018
Dapma7bEVm015052,315_1156794,-0.528754767
Dapma7bEVm015053,315_1156794,-0.541271338
Dapma7bEVm015067,315_1156794,-0.593121847
Dapma7bEVm015081,315_1156794,-0.553236119
Dapma7bEVm015082,315_1156794,-0.554058489
Dapma7bEVm015083,315_1156794,-0.508440693
Dapma7bEVm015162,315_1156794,-0.575124359
Dapma7bEVm015167,315_1156794,-0.571899197
Dapma7bEVm014954,318_0557571,-0.528169245
Dapma7bEVm014982,318_0557571,-0.509644861
Dapma7bEVm015011,318_0557571,-0.563242624
Dapma7bEVm015017,318_0557571,-0.550945076
Dapma7bEVm015023,318_0557571,-0.508798931
Dapma7bEVm015039,318_0557571,-0.581647693
Dapma7bEVm015046,318_0557571,-0.501842112
Dapma7bEVm015051,318_0557571,-0.530864392
Dapma7bEVm015053,318_0557571,-0.521323263
Dapma7bEVm015067,318_0557571,-0.55937181
Dapma7bEVm015081,318_0557571,-0.526967157
Dapma7bEVm015082,318_0557571,-0.529563086
Dapma7bEVm015162,318_0557571,-0.512699996
Dapma7bEVm015167,318_0557571,-0.539504642
Dapma7bEVm014954,319_0215703,0.524224664
Dapma7bEVm015067,319_0215703,0.545501059
Dapma7bEVm015081,319_0215703,0.515602736
Dapma7bEVm015082,319_0215703,0.519916762
Dapma7bEVm014954,322_9241379,-0.540345485
Dapma7bEVm015039,322_9241379,-0.53308839
Dapma7bEVm015051,322_9241379,-0.50158229
Dapma7bEVm015067,322_9241379,-0.521607467
Dapma7bEVm015082,322_9241379,-0.510018387
Dapma7bEVm014954,329_0213144,-0.578040003
Dapma7bEVm014982,329_0213144,-0.548893767
Dapma7bEVm015011,329_0213144,-0.584282421
Dapma7bEVm015017,329_0213144,-0.56812034
Dapma7bEVm015023,329_0213144,-0.541744749
Dapma7bEVm015029,329_0213144,-0.512561046
Dapma7bEVm015039,329_0213144,-0.622342411
Dapma7bEVm015046,329_0213144,-0.539647443
Dapma7bEVm015051,329_0213144,-0.5683681
Dapma7bEVm015052,329_0213144,-0.518832352
Dapma7bEVm015053,329_0213144,-0.541860277
Dapma7bEVm015067,329_0213144,-0.61689291
Dapma7bEVm015081,329_0213144,-0.56089198
Dapma7bEVm015082,329_0213144,-0.577373765
Dapma7bEVm015162,329_0213144,-0.544180452
Dapma7bEVm015167,329_0213144,-0.569839093
Dapma7bEVm015211,330_0570431,0.5204731
Dapma7bEVm015039,330_9832809,-0.501363893
Dapma7bEVm015067,330_9832809,-0.508772438
Dapma7bEVm014954,336_9397921,-0.528220117
Dapma7bEVm015039,336_9397921,-0.528161785
Dapma7bEVm015067,336_9397921,-0.516045899
Dapma7bEVm015211,338_055618,0.525738457
Dapma7bEVm015039,340_9772586,-0.537377806
Dapma7bEVm014954,343_0369765,-0.602754166
Dapma7bEVm014982,343_0369765,-0.548189361
Dapma7bEVm015011,343_0369765,-0.598871287
Dapma7bEVm015017,343_0369765,-0.573354008
Dapma7bEVm015023,343_0369765,-0.55018025
Dapma7bEVm015029,343_0369765,-0.519382004
Dapma7bEVm015039,343_0369765,-0.630104617
Dapma7bEVm015046,343_0369765,-0.550698149
Dapma7bEVm015051,343_0369765,-0.572764466
Dapma7bEVm015052,343_0369765,-0.528098119
Dapma7bEVm015053,343_0369765,-0.568206461
Dapma7bEVm015067,343_0369765,-0.622015084
Dapma7bEVm015081,343_0369765,-0.587851636
Dapma7bEVm015082,343_0369765,-0.599314361
Dapma7bEVm015162,343_0369765,-0.56559688
Dapma7bEVm015167,343_0369765,-0.58868937
Dapma7bEVm015211,344_0726688,0.530869631
Dapma7bEVm015039,353_0199682,-0.533086169
Dapma7bEVm015046,354_1019095,-0.526071094
Dapma7bEVm015067,354_1019095,-0.525227765
Dapma7bEVm015011,360_0713082,-0.500862565
Dapma7bEVm015211,366_0546027,0.5289835
Dapma7bEVm015039,368_0322747,-0.536489335
Dapma7bEVm014954,380_0423049,-0.51303552
Dapma7bEVm015011,380_0423049,-0.51640967
Dapma7bEVm015039,380_0423049,-0.523793992
Dapma7bEVm014954,382_9491381,-0.552240082
Dapma7bEVm015011,382_9491381,-0.521574496
Dapma7bEVm015039,382_9491381,-0.545385446
Dapma7bEVm015051,382_9491381,-0.5376658
Dapma7bEVm015067,382_9491381,-0.533611671
Dapma7bEVm015081,382_9491381,-0.52594892
Dapma7bEVm015082,382_9491381,-0.538313135
Dapma7bEVm015162,382_9491381,-0.510119129
Dapma7bEVm015167,382_9491381,-0.512894441
Dapma7bEVm015017,383_1031398,-0.506954107
Dapma7bEVm015039,383_1031398,-0.501763149
Dapma7bEVm015046,383_1031398,-0.524450345
Dapma7bEVm015051,383_1031398,-0.500121332
Dapma7bEVm015067,383_1031398,-0.543906423
Dapma7bEVm014954,392_0118514,-0.512378474
Dapma7bEVm015039,392_0118514,-0.514243219
Dapma7bEVm015067,392_0118514,-0.501907535
Dapma7bEVm015081,392_0118514,-0.506506501
Dapma7bEVm015082,392_0118514,-0.520386421
Dapma7bEVm014954,394_9953627,-0.5273951
Dapma7bEVm015011,394_9953627,-0.5210296
Dapma7bEVm015017,394_9953627,-0.521343513
Dapma7bEVm015039,394_9953627,-0.523721112
Dapma7bEVm015046,394_9953627,-0.514119812
Dapma7bEVm015051,394_9953627,-0.530945332
Dapma7bEVm015053,394_9953627,-0.536132323
Dapma7bEVm015067,394_9953627,-0.556763375
Dapma7bEVm015081,394_9953627,-0.537223531
Dapma7bEVm015082,394_9953627,-0.54686713
Dapma7bEVm015162,394_9953627,-0.509440987
Dapma7bEVm015167,394_9953627,-0.518125279
Dapma7bEVm014954,397_1189827,-0.524319602
Dapma7bEVm014982,397_1189827,-0.525362305
Dapma7bEVm015011,397_1189827,-0.588588229
Dapma7bEVm015017,397_1189827,-0.563570376
Dapma7bEVm015023,397_1189827,-0.526041094
Dapma7bEVm015029,397_1189827,-0.513955213
Dapma7bEVm015039,397_1189827,-0.573800014
Dapma7bEVm015046,397_1189827,-0.526501564
Dapma7bEVm015051,397_1189827,-0.522799826
Dapma7bEVm015052,397_1189827,-0.500114969
Dapma7bEVm015053,397_1189827,-0.52528704
Dapma7bEVm015067,397_1189827,-0.567845137
Dapma7bEVm015081,397_1189827,-0.522292928
Dapma7bEVm015082,397_1189827,-0.519502038
Dapma7bEVm015162,397_1189827,-0.534047678
Dapma7bEVm015167,397_1189827,-0.534970655
Dapma7bEVm015011,400_058901,-0.514314783
Dapma7bEVm015017,400_058901,-0.507616537
Dapma7bEVm015039,400_058901,-0.563110124
Dapma7bEVm015067,400_058901,-0.512947926
Dapma7bEVm015167,400_058901,-0.506244528
Dapma7bEVm015081,406_0247706,-0.505194626
Dapma7bEVm015082,406_0247706,-0.516094965
Dapma7bEVm015081,406_0275931,-0.503500913
Dapma7bEVm015082,406_0275931,-0.518760352
Dapma7bEVm014954,411_0245383,-0.573366429
Dapma7bEVm014982,411_0245383,-0.527778376
Dapma7bEVm015011,411_0245383,-0.577826181
Dapma7bEVm015017,411_0245383,-0.557986417
Dapma7bEVm015023,411_0245383,-0.530684675
Dapma7bEVm015039,411_0245383,-0.630654335
Dapma7bEVm015046,411_0245383,-0.538784694
Dapma7bEVm015051,411_0245383,-0.559934407
Dapma7bEVm015052,411_0245383,-0.502185027
Dapma7bEVm015053,411_0245383,-0.546685635
Dapma7bEVm015067,411_0245383,-0.612331619
Dapma7bEVm015081,411_0245383,-0.56652464
Dapma7bEVm015082,411_0245383,-0.582485287
Dapma7bEVm015162,411_0245383,-0.548078216
Dapma7bEVm015167,411_0245383,-0.568550433
Dapma7bEVm014954,418_9429181,-0.517684382
Dapma7bEVm015039,418_9429181,-0.534077262
Dapma7bEVm015067,418_9429181,-0.517398278
Dapma7bEVm014954,420_0401365,-0.504651948
Dapma7bEVm015053,420_0401365,-0.507084159
Dapma7bEVm015081,420_0401365,-0.526436504
Dapma7bEVm015082,420_0401365,-0.537174793
Dapma7bEVm015162,420_0401365,-0.513162706
Dapma7bEVm014954,425_0400369,-0.550953405
Dapma7bEVm014982,425_0400369,-0.502033534
Dapma7bEVm015011,425_0400369,-0.561834041
Dapma7bEVm015017,425_0400369,-0.535457351
Dapma7bEVm015023,425_0400369,-0.50562884
Dapma7bEVm015039,425_0400369,-0.609261428
Dapma7bEVm015046,425_0400369,-0.510354474
Dapma7bEVm015051,425_0400369,-0.534210204
Dapma7bEVm015053,425_0400369,-0.524886845
Dapma7bEVm015067,425_0400369,-0.585024768
Dapma7bEVm015081,425_0400369,-0.543509856
Dapma7bEVm015082,425_0400369,-0.557598444
Dapma7bEVm015162,425_0400369,-0.527922738
Dapma7bEVm015167,425_0400369,-0.54714466
Dapma7bEVm015211,426_0757873,0.524500582
Dapma7bEVm014954,428_0464016,-0.552575766
Dapma7bEVm014982,428_0464016,-0.510996518
Dapma7bEVm015011,428_0464016,-0.612304188
Dapma7bEVm015017,428_0464016,-0.541350747
Dapma7bEVm015023,428_0464016,-0.518721306
Dapma7bEVm015029,428_0464016,-0.533068514
Dapma7bEVm015039,428_0464016,-0.524342162
Dapma7bEVm015046,428_0464016,-0.512776202
Dapma7bEVm015051,428_0464016,-0.557389484
Dapma7bEVm015052,428_0464016,-0.535111574
Dapma7bEVm015053,428_0464016,-0.537197061
Dapma7bEVm015067,428_0464016,-0.562476619
Dapma7bEVm015081,428_0464016,-0.547873707
Dapma7bEVm015082,428_0464016,-0.551481569
Dapma7bEVm015162,428_0464016,-0.548195427
Dapma7bEVm015167,428_0464016,-0.56353801
Dapma7bEVm015023,429_0930429,-0.502351597
Dapma7bEVm015067,429_0930429,-0.509576448
Dapma7bEVm014954,437_0017034,-0.516610449
Dapma7bEVm015039,437_0017034,-0.504148276
Dapma7bEVm015051,437_0017034,-0.511450399
Dapma7bEVm015067,437_0017034,-0.523998048
Dapma7bEVm015081,437_0017034,-0.514593015
Dapma7bEVm015082,437_0017034,-0.528753844
Dapma7bEVm015167,437_0017034,-0.504605389
Dapma7bEVm015211,448_0579075,0.512587632
Dapma7bEVm014954,450_9638642,-0.518547803
Dapma7bEVm015039,450_9638642,-0.506435768
Dapma7bEVm015081,450_9638642,-0.50301593
Dapma7bEVm015082,450_9638642,-0.510467767
Dapma7bEVm015039,479_0122342,-0.556451021
Dapma7bEVm015067,479_0122342,-0.515895457
Dapma7bEVm014954,486_9308522,-0.515562494
Dapma7bEVm015039,486_9308522,-0.527612011
Dapma7bEVm014954,493_0280264,-0.519950073
Dapma7bEVm014982,493_0280264,-0.501151446
Dapma7bEVm015011,493_0280264,-0.527722611
Dapma7bEVm015017,493_0280264,-0.514835016
Dapma7bEVm015039,493_0280264,-0.598793273
Dapma7bEVm015051,493_0280264,-0.510360534
Dapma7bEVm015067,493_0280264,-0.552713776
Dapma7bEVm015081,493_0280264,-0.502444903
Dapma7bEVm015082,493_0280264,-0.52062416
Dapma7bEVm015167,493_0280264,-0.513601775
Dapma7bEVm014954,593_270462,0.589636727
Dapma7bEVm015011,593_270462,0.55406072
Dapma7bEVm015017,593_270462,0.515909377
Dapma7bEVm015046,593_270462,0.54281841
Dapma7bEVm015052,593_270462,0.561197115
Dapma7bEVm015053,593_270462,0.5283421
Dapma7bEVm015067,593_270462,0.543824594
Dapma7bEVm015081,593_270462,0.590207241
Dapma7bEVm015082,593_270462,0.601778386
Dapma7bEVm015155,593_270462,0.510281611
Dapma7bEVm015162,593_270462,0.555715216
Dapma7bEVm015167,593_270462,0.541496165
Dapma7bEVm014954,593_2767994,0.59777263
Dapma7bEVm014969,593_2767994,0.5133163
Dapma7bEVm015011,593_2767994,0.564657016
Dapma7bEVm015017,593_2767994,0.530060345
Dapma7bEVm015039,593_2767994,0.501227121
Dapma7bEVm015046,593_2767994,0.55540191
Dapma7bEVm015051,593_2767994,0.505680278
Dapma7bEVm015052,593_2767994,0.574085008
Dapma7bEVm015053,593_2767994,0.53977996
Dapma7bEVm015067,593_2767994,0.558975103
Dapma7bEVm015081,593_2767994,0.598107134
Dapma7bEVm015082,593_2767994,0.609480358
Dapma7bEVm015155,593_2767994,0.528775654
Dapma7bEVm015162,593_2767994,0.551522625
Dapma7bEVm015167,593_2767994,0.551124826
Dapma7bEVm014954,594_2738616,0.607638461
Dapma7bEVm014969,594_2738616,0.527445259
Dapma7bEVm015011,594_2738616,0.572726047
Dapma7bEVm015017,594_2738616,0.546059839
Dapma7bEVm015023,594_2738616,0.501363416
Dapma7bEVm015039,594_2738616,0.512029607
Dapma7bEVm015046,594_2738616,0.5596768
Dapma7bEVm015051,594_2738616,0.520157873
Dapma7bEVm015052,594_2738616,0.576104439
Dapma7bEVm015053,594_2738616,0.559434896
Dapma7bEVm015067,594_2738616,0.568803273
Dapma7bEVm015081,594_2738616,0.62149961
Dapma7bEVm015082,594_2738616,0.632202145
Dapma7bEVm015155,594_2738616,0.505762435
Dapma7bEVm015162,594_2738616,0.567623411
Dapma7bEVm015167,594_2738616,0.575388779
Dapma7bEVm015082,595_2924935,0.509635225
Dapma7bEVm015255,71_99878495,-0.561080254
Dapma7bEVm015260,71_99878495,-0.521845772
Dapma7bEVm015261,71_99878495,-0.517957644
Dapma7bEVm015270,71_99878495,-0.55674609
Dapma7bEVm015298,71_99878495,-0.501582814
Dapma7bEVm015363,71_99878495,-0.534033255
Dapma7bEVm015270,72_02804821,-0.506855941
Dapma7bEVm015363,72_02804821,-0.507137207
Dapma7bEVm015255,72_99554843,-0.549844083
Dapma7bEVm015260,72_99554843,-0.527836362
Dapma7bEVm015261,72_99554843,-0.504874522
Dapma7bEVm015270,72_99554843,-0.559812754
Dapma7bEVm015363,72_99554843,-0.531143065
Dapma7bEVm015270,78_5376322,-0.506305517
Dapma7bEVm015270,79_03601212,-0.525009465
Dapma7bEVm015363,83_01755585,-0.508090755
Dapma7bEVm015270,95_01954538,-0.533246663
Dapma7bEVm015298,95_01954538,-0.50085941
Dapma7bEVm015363,95_01954538,-0.531405677
Dapma7bEVm015255,96_03006329,-0.523715526
Dapma7bEVm015260,96_03006329,-0.500782842
Dapma7bEVm015270,96_03006329,-0.523833486
Dapma7bEVm015363,96_03006329,-0.520452532
Dapma7bEVm015255,102_0224628,-0.527688308
Dapma7bEVm015270,102_0224628,-0.551426124
Dapma7bEVm015363,102_0224628,-0.548708588
Dapma7bEVm015255,104_0098431,-0.587828164
Dapma7bEVm015260,104_0098431,-0.525463434
Dapma7bEVm015261,104_0098431,-0.509100954
Dapma7bEVm015270,104_0098431,-0.540389603
Dapma7bEVm015363,104_0098431,-0.533031966
Dapma7bEVm015255,107_0080423,-0.580184516
Dapma7bEVm015260,107_0080423,-0.507590907
Dapma7bEVm015261,107_0080423,-0.508097245
Dapma7bEVm015270,107_0080423,-0.547679033
Dapma7bEVm015298,107_0080423,-0.503071897
Dapma7bEVm015363,107_0080423,-0.542605905
Dapma7bEVm015255,115_9888848,-0.52014736
Dapma7bEVm015571,120_966529,-0.509618432
Dapma7bEVm015255,121_0235785,-0.566187944
Dapma7bEVm015260,121_0235785,-0.510289989
Dapma7bEVm015270,121_0235785,-0.533692423
Dapma7bEVm015363,121_0235785,-0.529254663
Dapma7bEVm015255,121_9938554,-0.55775285
Dapma7bEVm015261,121_9938554,-0.515241152
